Lbl,Asset Bundle,Asset Type,Default
MX_140_Sticker_HappyHearts_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_HappySun_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_HappyTurtle_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_HorseHead_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_HotDog_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_HowlingWolf_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_HumpbackWhale_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_IceCreamCone_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_InventorOwl_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_JoeHappy_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_JumboJet_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_JumpingDolphin_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_KangarooHead_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_KaruHappy_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_KindnessFlower_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_KittyCat_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_KnoxHappy_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_KumanaHappy_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_LBNeutral_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_Ladybug_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_LeafyOrange_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_Lightbulb_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_LionTail_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_LittleRobot_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_LizHappy_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_LongBandaid_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_MagnifyingGlass_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_MeerkatHead_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_MintLeaf_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_MovingTruck_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_MoxieHappy_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_NakedMolerat_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_OrangeCat_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_OrangeSpot_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_OrangeSun_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_PaintPalette_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_PaperAirplane_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_Peanut_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_PigTail_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_Pineapple_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_PinkBow_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_PinkCandy_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_PizzaSlice_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_Platypus_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_PotatoChips_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_ProfessorHappy_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_PurpleBook_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_PurpleButterfly_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_PurpleGem_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_PurpleHippo_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_PurpleOctopus_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_PurplePresent_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_PurpleSpot_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_RainCloud_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_Rainbow_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_RedBicycle_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_RedCar_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_RedDragon_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_RedLeaf_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_RedLollipop_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_RedParrot_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_RedPepper_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_RedRocket_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_RedSpot_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_RedWagon_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_RingedPlanet_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_RobotHead_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_RonNeutral_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_RoundTire_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_SadBunny_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_SadEmoji_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_SadRain_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_SadSloth_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_SailingBoatFloating_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_SailingShip_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_SchoolHouse_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_Screw_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_SilverSpot_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_SimpleGear_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_Snowflake_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_SnowyMountains_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_Soccerball_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_SteamTrain_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_SteveHappy_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_Strawberry_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_StripedTiger_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_Sun_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_SunsetPark_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_SwissCheese_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_TRexDino_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_TiredTurtle_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_ToastedBread_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_ToyTales_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_TrafficCone_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_TreasureMap_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_TreeBook_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_TreeDrawing_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_TuringHappy_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_TwoGreenLeaves_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_WalkingLion_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_WhiteBear_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_WhiteDog_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_WhiteFlower_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_WhiteSheep_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_WildWorkout_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_Window_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_WoodenChair_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_WoodyBeaver_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_WritingBook_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_YellowBalloon_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_YellowBanana_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_YellowLemon_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_YellowSponge_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_YellowSpot_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_ZarconaHappy_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_ZaygoNeutral_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
SFX_Baby_Bird_1,raw-sfx,Audio,True
SFX_Beep_Upbeat_1,raw-sfx,Audio,True
SFX_Beeps_1,raw-sfx,Audio,True
SFX_Birthday_Party_Horn_1,raw-sfx,Audio,True
SFX_Coconuts_Break_1,raw-sfx,Audio,True
SFX_Coconuts_Tumble_1,raw-sfx,Audio,True
SFX_Cruncher_Crash_1,raw-sfx,Audio,True
SFX_Cruncher_Fall_Stairs_1,raw-sfx,Audio,True
SFX_Door_Smash_1,raw-sfx,Audio,True
SFX_Fire_Crackle_1,raw-sfx,Audio,True
SFX_Metal_Clank_1,raw-sfx,Audio,True
SFX_Nuts_Bolts_Scatter_1,raw-sfx,Audio,True
SFX_Objects_Crash_1,raw-sfx,Audio,True
SFX_Pen_Scribbling_1,raw-sfx,Audio,True
SFX_Professor_Calculating_1,raw-sfx,Audio,True
SFX_Skimmer_Hover_1,raw-sfx,Audio,True
SFX_Zaygo_Bounce_1,raw-sfx,Audio,True
SFX_Zaygo_Bounce_2,raw-sfx,Audio,True
SFX_Zaygo_Leg_Pop_1,raw-sfx,Audio,True
SfxS_Baby_Bird_1,raw-sfx,Audio,True
SfxS_Beach_Waves_Sounds_1,raw-sfx,Audio,True
SfxS_Beep_Upbeat_1,raw-sfx,Audio,True
SfxS_Beeps_1,raw-sfx,Audio,True
SfxS_Birthday_Party_Horn_1,raw-sfx,Audio,True
SfxS_Coconuts_Break_1,raw-sfx,Audio,True
SfxS_Coconuts_Tumble_1,raw-sfx,Audio,True
SfxS_Cruncher_Crash_1,raw-sfx,Audio,True
SfxS_Cruncher_Fall_Stairs_1,raw-sfx,Audio,True
SfxS_Door_Knock_1,raw-sfx,Audio,True
SfxS_Door_Slam_1,raw-sfx,Audio,True
SfxS_Door_Smash_1,raw-sfx,Audio,True
SfxS_Fire_Crackle_1,raw-sfx,Audio,True
SfxS_Gears_Clank_1,raw-sfx,Audio,True
SfxS_Grr_1,raw-sfx,Audio,True
SfxS_Hovercraft_1,raw-sfx,Audio,True
SfxS_Laboratory_1,raw-sfx,Audio,True
SfxS_Metal_Clank_1,raw-sfx,Audio,True
SfxS_Metal_Spring_1,raw-sfx,Audio,True
SfxS_Movement_Sand_1,raw-sfx,Audio,True
SfxS_Night_Time_1,raw-sfx,Audio,True
SfxS_Nuts_Bolts_Scatter_1,raw-sfx,Audio,True
SfxS_Objects_Crash_1,raw-sfx,Audio,True
SfxS_Ocean_Waves_1,raw-sfx,Audio,True
SfxS_Pen_Scribbling_1,raw-sfx,Audio,True
SfxS_Powerin_Up_1,raw-sfx,Audio,True
SfxS_Powering_Down_1,raw-sfx,Audio,True
SfxS_Professor_Calculating_1,raw-sfx,Audio,True
SfxS_Running_1,raw-sfx,Audio,True
SfxS_Skimmer_Hover_1,raw-sfx,Audio,True
SfxS_Snoring_1,raw-sfx,Audio,True
SfxS_Surprise_1,raw-sfx,Audio,True
SfxS_Twinkle_1,raw-sfx,Audio,True
SfxS_Working_On_Bot_1,raw-sfx,Audio,True
SfxS_Zaygo_Bounce_1,raw-sfx,Audio,True
SfxS_Zaygo_Bounce_2,raw-sfx,Audio,True
SfxS_Zaygo_Leg_Pop_1,raw-sfx,Audio,True
SfxS_beach_ext01,raw-sfx,Audio,True
SfxS_clearday_ext01,raw-sfx,Audio,True
SfxS_door_swing01,raw-sfx,Audio,True
SfxS_farfel_waddling01,raw-sfx,Audio,True
SfxS_fizzle03,raw-sfx,Audio,True
SfxS_footsteps_water02,raw-sfx,Audio,True
SfxS_hardware_tools01,raw-sfx,Audio,True
SfxS_hoverskimmer_hovering01,raw-sfx,Audio,True
SfxS_metallic_clatter01,raw-sfx,Audio,True
SfxS_package_torn_open01,raw-sfx,Audio,True
SfxS_prof_gears_hum01,raw-sfx,Audio,True
SfxS_prof_print02,raw-sfx,Audio,True
SfxS_scribbling01,raw-sfx,Audio,True
SfxS_stinger_coral02_D,raw-sfx,Audio,True
SfxS_stinger_cruncher_designdrawing01,raw-sfx,Audio,True
SfxS_storm01,raw-sfx,Audio,True
bell_small_ringing_04,raw-sfx,Audio,True
bear,reading-000-general,Audio,True
beep,reading-000-general,Audio,True
bell_small_ringing_04,reading-000-general,Audio,True
dragon_roar,reading-000-general,Audio,True
end,reading-000-general,Audio,True
mc_highspeedfrenchtrain,reading-000-general,Audio,True
music_kids_picnic_fun_loop,reading-000-general,Audio,True
musr_introspectiveinterlude01_1,reading-000-general,Audio,True
musr_introspectiveinterlude02_1,reading-000-general,Audio,True
musr_introspectiveinterlude03_1,reading-000-general,Audio,True
musr_introspectiveneutral_1,reading-000-general,Audio,True
musr_mysteryinterlude01_downturn_1,reading-000-general,Audio,True
musr_mysteryinterlude02_upturn_1,reading-000-general,Audio,True
musr_mysteryinterlude03_variation_1,reading-000-general,Audio,True
musr_mysteryneutral_loop_1,reading-000-general,Audio,True
musr_rollercoasterinterlude01_moodyanger,reading-000-general,Audio,True
musr_rollercoasterinterlude02_sadness,reading-000-general,Audio,True
musr_rollercoasterinterlude03_silliness,reading-000-general,Audio,True
musr_rollercoasterneutral_loop,reading-000-general,Audio,True
musr_whimsicalinterlude01_downturn,reading-000-general,Audio,True
musr_whimsicalinterlude02_upturn,reading-000-general,Audio,True
musr_whimsicalinterlude03_variation,reading-000-general,Audio,True
musr_whimsicalneutral_loop,reading-000-general,Audio,True
musset_absurdfantasy_interlude_disappointed_loop_1,reading-000-general,Audio,True
musset_absurdfantasy_interlude_youwilldo_loop_1,reading-000-general,Audio,True
pencil,reading-000-general,Audio,True
sfx_sparklechords_transform01,reading-000-general,Audio,True
sfx_sparklechords_transform02,reading-000-general,Audio,True
sfx_sparklerain01,reading-000-general,Audio,True
sfx_sparklerain02,reading-000-general,Audio,True
sfx_sparklerain03,reading-000-general,Audio,True
sfx_windgust_01,reading-000-general,Audio,True
sfxcax_whooshswishsmallharsh01,reading-000-general,Audio,True
sfxgr_ambulancesiren01,reading-000-general,Audio,True
sfxgr_ambulancesiren03,reading-000-general,Audio,True
sfxgr_cartoonsmooch01,reading-000-general,Audio,True
sfxgr_cartoonsmooch02,reading-000-general,Audio,True
sfxgr_glass_clink01,reading-000-general,Audio,True
sfxgr_glass_clink04,reading-000-general,Audio,True
sfxgr_horsewinnycolt01,reading-000-general,Audio,True
sfxgr_horsewinnycolt02,reading-000-general,Audio,True
sfxgr_horsewinnycolt03,reading-000-general,Audio,True
sfxgr_wood_creak_small02,reading-000-general,Audio,True
sfxmm_owl_hoots01,reading-000-general,Audio,True
sfxmm_owl_hoots02,reading-000-general,Audio,True
sfxmm_owl_hoots_ambient01,reading-000-general,Audio,True
thinking,reading-000-general,Audio,True
yawn,reading-000-general,Audio,True
moxie_mu_reading_farm_interlude_compromise_v1,reading-click-clack,Audio,True
moxie_mu_reading_farm_interlude_conundrum1_v1,reading-click-clack,Audio,True
moxie_mu_reading_farm_interlude_conundrum2_v1,reading-click-clack,Audio,True
moxie_mu_reading_farm_interlude_twistoffate_v1,reading-click-clack,Audio,True
moxie_mu_reading_farm_neutral_loop_v1,reading-click-clack,Audio,True
sc_click_angry_type_01,reading-click-clack,Audio,True
sc_click_chicken_cluck_01,reading-click-clack,Audio,True
sc_click_chicken_cluck_02,reading-click-clack,Audio,True
sc_click_cow_moo_01,reading-click-clack,Audio,True
sc_click_crowd_murmur_lp_01,reading-click-clack,Audio,True
sc_click_door_knock_01,reading-click-clack,Audio,True
sc_click_duck_quack_01,reading-click-clack,Audio,True
sc_click_duck_quack_2,reading-click-clack,Audio,True
sc_click_farmer_mediumpissed_03,reading-click-clack,Audio,True
sc_click_farmer_mildpissed_01,reading-click-clack,Audio,True
sc_click_farmer_mildpissed_03,reading-click-clack,Audio,True
sc_click_farmer_mildpissed_04,reading-click-clack,Audio,True
sc_click_farmer_superpissed_01,reading-click-clack,Audio,True
sc_click_farmer_superpissed_02,reading-click-clack,Audio,True
sc_click_farmer_superpissed_03,reading-click-clack,Audio,True
sc_click_group_sleep_lp_01,reading-click-clack,Audio,True
sc_click_typewriter_lp_01,reading-click-clack,Audio,True
sc_click_typewriter_lp_02,reading-click-clack,Audio,True
moxie_mu_reading_darkfantasy_interlude_drumline_ending,reading-oh-the-places,Audio,True
moxie_mu_reading_darkfantasy_interlude_drumline_loop,reading-oh-the-places,Audio,True
sc_places_beargrowl_04,reading-oh-the-places,Audio,True
sc_places_birdflocksquak_01,reading-oh-the-places,Audio,True
sc_places_childaww_01,reading-oh-the-places,Audio,True
sc_places_crowdmurmur_lp_02,reading-oh-the-places,Audio,True
sc_places_footsteps_heavy_group_lp_01,reading-oh-the-places,Audio,True
sc_places_grasswalking_lp_02,reading-oh-the-places,Audio,True
sc_places_huh_04,reading-oh-the-places,Audio,True
sc_places_lonelywind_lp_01,reading-oh-the-places,Audio,True
sc_places_nuh_uh_01,reading-oh-the-places,Audio,True
sc_places_rainpatter_lp_01,reading-oh-the-places,Audio,True
sc_places_sealion_bark_01,reading-oh-the-places,Audio,True
sc_places_slidewhistledown_01,reading-oh-the-places,Audio,True
sc_places_slidewhistledown_02,reading-oh-the-places,Audio,True
sc_places_slidewhistledown_03,reading-oh-the-places,Audio,True
sc_places_slidewhistleup_03,reading-oh-the-places,Audio,True
sc_places_slidewhistleup_04,reading-oh-the-places,Audio,True
sc_places_slidewhistleup_05,reading-oh-the-places,Audio,True
sc_places_stadiumcheer_01,reading-oh-the-places,Audio,True
sc_places_tada_01,reading-oh-the-places,Audio,True
sc_places_wahwah_02,reading-oh-the-places,Audio,True
sc_places_wind_lp_01,reading-oh-the-places,Audio,True
sc_places_yeah_04,reading-oh-the-places,Audio,True
sfx_cartoon_dizzy_1,reading-waiting-is-not-easy,Audio,True
sfx_cartoonish_shake_1,reading-waiting-is-not-easy,Audio,True
sfx_cymbal_dizzy_1,reading-waiting-is-not-easy,Audio,True
sfx_disappointed_trumpet_1,reading-waiting-is-not-easy,Audio,True
sfx_downbeat_disappoint_1,reading-waiting-is-not-easy,Audio,True
sfx_nighttime_1,reading-waiting-is-not-easy,Audio,True
sfx_twinkly_upbeat_stinger_1,reading-waiting-is-not-easy,Audio,True
sfx_upbeat_happy_1,reading-waiting-is-not-easy,Audio,True
moxie_mu_reading_absurdfantasy_neutral_loop_v2,reading-wild-things,Audio,True
moxie_mu_reading_darkfantasy_interlude_loneliness-a_v1,reading-wild-things,Audio,True
moxie_mu_reading_darkfantasy_interlude_maternallove-a-(pianomelody)_v1,reading-wild-things,Audio,True
moxie_mu_reading_darkfantasy_interlude_maternallove-b-(flutemelody)_v1,reading-wild-things,Audio,True
moxie_mu_reading_darkfantasy_interlude_offtoadventure_v1,reading-wild-things,Audio,True
moxie_mu_reading_darkfantasy_neutral_loop_v1,reading-wild-things,Audio,True
sc_bing_1,reading-wild-things,Audio,True
sc_chime_tinkle_positive_1,reading-wild-things,Audio,True
sc_wild_crickets_lp_01,reading-wild-things,Audio,True
sc_wild_dog_whimper_03,reading-wild-things,Audio,True
sc_wild_door_slam_01,reading-wild-things,Audio,True
sc_wild_door_slam_02,reading-wild-things,Audio,True
sc_wild_hammer_01,reading-wild-things,Audio,True
sc_wild_junglenoises_heavy_lp_01,reading-wild-things,Audio,True
sc_wild_kingly_trumpet_01,reading-wild-things,Audio,True
sc_wild_monster_group_roar_lp_01,reading-wild-things,Audio,True
sc_wild_ocean_lp_01,reading-wild-things,Audio,True
sc_wild_ocean_lp_02,reading-wild-things,Audio,True
sc_wild_sniffing_02,reading-wild-things,Audio,True
sniff2,reading-wild-things,Audio,True
sniff3,reading-wild-things,Audio,True
wild_things_bongo_beat,reading-wild-things,Audio,True
RPS_Game_icon,rock-paper-scissors,Icon,False
RPS_Paper_hand_icon,rock-paper-scissors,Icon,False
RPS_Paper_icon,rock-paper-scissors,Icon,False
RPS_Rock_hand_icon,rock-paper-scissors,Icon,False
RPS_Rock_icon,rock-paper-scissors,Icon,False
RPS_Scissor_hand_icon,rock-paper-scissors,Icon,False
RPS_Scissor_icon,rock-paper-scissors,Icon,False
signoff_pep_neu_combined_01,sign-off,Audio,True
musbed_ending_1,sounds-12-16-20,Audio,True
musbed_stinger_high_1,sounds-12-16-20,Audio,True
musbed_stinger_low_1,sounds-12-16-20,Audio,True
musbed_theme_loop_1,sounds-12-16-20,Audio,True
musdmstart_stinger01,sounds-12-16-20,Audio,True
musdrw_ambient-a_loop_v1,sounds-12-16-20,Audio,True
musdrw_ambient-b_loop_v1,sounds-12-16-20,Audio,True
musdrw_ending-loud_v1,sounds-12-16-20,Audio,True
musdrw_ending-quiet_v1,sounds-12-16-20,Audio,True
musdrw_theme_loop_v1,sounds-12-16-20,Audio,True
mushan_hangoutending01,sounds-12-16-20,Audio,True
mushan_hangoutloop01,sounds-12-16-20,Audio,True
musrew_completemission_1,sounds-12-16-20,Audio,True
musrew_getbadge_1,sounds-12-16-20,Audio,True
musrew_gettrophy_1,sounds-12-16-20,Audio,True
muss_episodecliffhanger_v1,sounds-12-16-20,Audio,True
muss_episodeending_v1,sounds-12-16-20,Audio,True
muss_episodeintro_v1,sounds-12-16-20,Audio,True
muss_episodetransition_1,sounds-12-16-20,Audio,True
musstn_harpsichord_modulebegin,sounds-12-16-20,Audio,True
musstn_harpsichord_moduleend,sounds-12-16-20,Audio,True
musstn_lowbrassandwind_modulebegin,sounds-12-16-20,Audio,True
musstn_lowbrassandwind_moduleend,sounds-12-16-20,Audio,True
musstn_ukelele_modulebegin,sounds-12-16-20,Audio,True
musstn_ukelele_moduleend,sounds-12-16-20,Audio,True
mussys_dreamingloop_2,sounds-12-16-20,Audio,True
sfxwhi_sparkleexist,sounds-12-16-20,Audio,True
sfx_breaking_shell,sounds12-14,Audio,True
sfx_chatting_at_party_01,sounds12-14,Audio,True
sfx_chatting_at_party_02,sounds12-14,Audio,True
sfx_chatting_at_party_03-welcomehome,sounds12-14,Audio,True
sfx_chatting_at_party_04-celebrate,sounds12-14,Audio,True
sfx_correctresponse01,sounds12-14,Audio,True
sfx_crash_into_karu,sounds12-14,Audio,True
sfx_cruncher_smashing,sounds12-14,Audio,True
sfx_dosomethingelse01,sounds12-14,Audio,True
sfx_growingplant,sounds12-14,Audio,True
sfx_openingdoor,sounds12-14,Audio,True
sfx_ready_set_go,sounds12-14,Audio,True
sfx_robots_running,sounds12-14,Audio,True
sfx_skid_halt,sounds12-14,Audio,True
sfx_thunderingfootstep_01,sounds12-14,Audio,True
sfx_thunderingfootstep_02,sounds12-14,Audio,True
sfx_thunderingfootstep_03,sounds12-14,Audio,True
sfx_thunderingfootstep_04,sounds12-14,Audio,True
sfx_whalesong_01,sounds12-14,Audio,True
sfx_whalesong_02,sounds12-14,Audio,True
sfx_whalesong_03,sounds12-14,Audio,True
sfx_whalesong_04,sounds12-14,Audio,True
sfx_zaygo_clunk,sounds12-14,Audio,True
sfx_zaygo_crash,sounds12-14,Audio,True
sfx_zaygo_screechy_leg,sounds12-14,Audio,True
sfx_zaygo_zooming_off,sounds12-14,Audio,True
sfxb_cartoonboingretrojump01,sounds12-14,Audio,True
sfxb_places_tada01,sounds12-14,Audio,True
sfxb_popmouthdarker01,sounds12-14,Audio,True
sfxcax_correctanswer01,sounds12-14,Audio,True
sfxcha_cruncher,sounds12-14,Audio,True
sfxcha_zaygo,sounds12-14,Audio,True
sfxdm_nightscape_120s,sounds12-14,Audio,True
sfxdm_nightscape_30s,sounds12-14,Audio,True
sfxdm_nightscapeowls_120s,sounds12-14,Audio,True
sfxdm_nightscapeowls_30s,sounds12-14,Audio,True
sfxftue_ping01,sounds12-14,Audio,True
sfxgbl_notifypresent_1,sounds12-14,Audio,True
sfxgbl_pop01,sounds12-14,Audio,True
sfxgbl_softclothingrustle_01,sounds12-14,Audio,True
sfxgbl_softclothingrustle_02,sounds12-14,Audio,True
sfxgbl_stopactivity_01,sounds12-14,Audio,True
sfxgbl_stopactivity_02,sounds12-14,Audio,True
sfxgbl_stopactivity_03,sounds12-14,Audio,True
sfxgen_auditoriumgrl,sounds12-14,Audio,True
sfxgen_beachgrl,sounds12-14,Audio,True
sfxgen_breakroomgrl,sounds12-14,Audio,True
sfxgen_deliverydockgrl,sounds12-14,Audio,True
sfxgen_devegaislandgrl,sounds12-14,Audio,True
sfxgen_gameroomgrl,sounds12-14,Audio,True
sfxgen_heliportlandinggrl,sounds12-14,Audio,True
sfxgen_kumanacampfiregrl,sounds12-14,Audio,True
sfxgen_kumanaislandgrl,sounds12-14,Audio,True
sfxgen_librarygrl,sounds12-14,Audio,True
sfxgen_picnicislandgrl,sounds12-14,Audio,True
sfxgen_robotgauntletgrl,sounds12-14,Audio,True
sfxgen_rustickitchengrl,sounds12-14,Audio,True
